10000, $108.00
10001, $249.90
10001, $512.00
10001, $308.00
10001, $293.25
10002, $280.00
10002, $226.80
10002, $225.00
10003, $498.18
10004, $3010.00
10004, $184.20
10005, $173.40
10006, $42.00
10006, $45.20
10007, $104.00
10007, $687.00
10007, $614.00
10008, $324.00
10008, $105.00
10008, $742.00
10009, $420.00
10009, $1110.00
10010, $320.00
10010, $150.00
10011, $393.30
10011, $96.00
10011, $99.75
10012, $313.60
10012, $360.00
10012, $384.00
10013, $335.00
10013, $225.40
10014, $172.00
10014, $20.10
10015, $882.00
10015, $75.00
10015, $134.00
10015, $157.50
10015, $175.00
10016, $253.73
10016, $1725.00
10016, $73.95
10017, $252.00
10017, $696.00
10017, $200.00
10018, $980.00
10018, $96.05
10019, $91.80
10020, $280.00
10020, $168.00
10021, $576.00
10021, $585.90
10021, $39.20
10021, $40.00
10021, $374.40
10021, $60.00
10022, $210.00
10022, $157.50
10022, $226.00
10022, $78.00
10023, $266.00
10023, $60.00
10023, $45.00
10024, $320.00
10024, $343.50
10024, $1560.00
10025, $122.00
10025, $63.80
10026, $17.40
10027, $254.60
10027, $1092.50
10027, $881.60
10027, $1117.20
10028, $874.00
10028, $96.00
10029, $14.70
10029, $61.00
10029, $21.60
10030, $424.65
10030, $111.72
10030, $190.00
10030, $183.54
10031, $112.50
10031, $729.00
10032, $60.00
10032, $34.88
10033, $850.50
10034, $306.00
10034, $441.00
10035, $1050.00
10035, $437.33
10035, $229.50
10035, $268.00
10036, $37.00
10036, $39.20
10036, $274.80
10037, $113.05
10037, $325.38
10038, $311.76
10038, $104.00
10038, $351.00
10038, $97.20
10039, $382.50
10040, $1080.00
10040, $910.00
10041, $232.75
10041, $132.00
10041, $456.00
10042, $78.75
10042, $120.00
10042, $306.00
10042, $556.50
10043, $478.80
10043, $111.72
10043, $1225.50
10044, $588.00
10044, $484.79
10044, $76.95
10045, $810.00
10045, $42.16
10045, $297.50
10045, $97.75
10046, $156.00
10046, $60.00
10047, $58.80
10047, $120.00
10047, $20.00
10047, $21.00
10048, $650.00
10049, $315.00
10050, $168.00
10050, $73.50
10050, $450.00
10050, $91.00
10051, $120.00
10051, $630.00
10051, $532.00
10052, $244.00
10052, $1656.00
10052, $388.80
10053, $219.84
10053, $25.60
10053, $172.80
10054, $360.00
10054, $288.00
10055, $504.00
10055, $927.50
10056, $1050.00
10056, $204.00
10057, $27.00
10057, $28.00
10058, $312.00
10058, $469.00
10058, $150.00
10058, $570.00
10058, $102.00
10059, $96.00
10059, $54.00
10059, $97.20
10060, $341.60
10060, $525.00
10060, $60.00
10061, $142.80
10062, $113.24
10062, $422.94
10062, $319.20
10063, $182.40
10063, $600.00
10063, $190.00
10064, $33.48
10064, $67.50
10064, $104.40
10064, $113.40
10065, $519.75
10065, $75.00
10065, $189.00
10066, $69.60
10066, $90.45
10066, $42.12
10067, $147.00
10067, $87.00
10067, $52.50
10068, $126.35
10068, $186.20
10069, $210.00
10069, $50.40
10070, $168.00
10070, $88.35
10070, $305.90
10071, $236.25
10071, $3612.00
10071, $52.50
10072, $274.50
10072, $1161.00
10072, $340.20
10072, $189.00
10073, $1374.00
10073, $812.00
10074, $560.00
10074, $60.00
10074, $201.00
10074, $588.00
10075, $1425.90
10075, $324.00
10075, $69.00
10076, $89.60
10077, $282.24
10077, $8.00
10078, $37.52
10078, $888.00
10078, $147.20
10079, $135.00
10079, $81.00
10079, $345.00
10080, $319.20
10080, $1560.00
10080, $434.40
10081, $270.00
10081, $140.00
10081, $150.00
10082, $235.20
10082, $79.20
10082, $336.00
10082, $72.80
10083, $364.00
10083, $366.00
10083, $120.00
10083, $31.50
10084, $260.00
10084, $144.00
10084, $104.00
10084, $345.00
10085, $201.00
10085, $190.00
10085, $150.00
10086, $140.00
10086, $1844.00
10087, $65.10
10087, $98.00
10087, $833.00
10088, $96.00
10088, $31.36
10089, $86.80
10089, $49.00
10089, $66.00
10090, $154.00
10090, $189.00
10090, $360.00
10090, $100.00
10091, $176.70
10091, $248.52
10091, $12908.00
10092, $120.00
10092, $130.50
10092, $205.80
10093, $97.20
10093, $157.50
10093, $1810.00
10093, $824.40
10094, $980.00
10094, $117.60
10094, $224.00
10094, $523.20
10094, $775.00
10095, $210.00
10095, $120.00
10095, $160.00
10095, $40.00
10096, $390.00
10096, $1560.00
10096, $3010.00
10097, $1299.00
10097, $48.00
10097, $2310.00
10097, $812.00
10098, $157.50
10098, $672.00
10098, $204.75
10098, $742.50
10098, $1463.00
10098, $259.88
10099, $40.80
10099, $888.00
10100, $70.00
10100, $1732.00
10100, $24.00
10101, $91.20
10101, $346.28
10102, $42.00
10102, $866.00
10102, $60.00
10102, $532.00
10103, $199.50
10103, $1380.00
10104, $698.25
10104, $147.00
10104, $14.70
10104, $283.50
10105, $1355.75
10105, $112.20
10106, $70.00
10106, $380.00
10107, $112.00
10107, $180.00
10107, $276.00
10107, $348.00
10108, $343.50
10108, $750.00
10109, $514.50
10109, $609.00
10109, $252.00
10109, $50.00
10110, $173.60
10110, $90.00
10110, $320.00
10110, $336.00
10111, $931.50
10112, $252.00
10113, $860.00
10113, $264.60
10114, $58.80
10114, $80.40
10114, $150.00
10115, $212.80
10115, $104.00
10115, $45.00
10116, $21.00
10116, $266.00
10116, $364.00
10116, $336.00
10117, $225.00
10117, $68.00
10117, $254.80
10118, $5532.00
10118, $504.00
10118, $154.00
10118, $414.00
10119, $280.00
10119, $260.00
10120, $22.40
10120, $56.00
10121, $921.00
10121, $400.00
10122, $18.00
10123, $1128.75
10123, $243.00
10123, $660.00
10124, $189.00
10124, $537.60
10124, $240.00
10125, $112.00
10125, $93.00
10126, $196.00
10126, $160.00
10126, $577.50
10127, $87.50
10127, $75.00
10128, $420.00
10128, $28.00
10128, $90.00
10129, $433.50
10130, $108.00
10130, $720.00
10130, $153.90
10131, $490.00
10131, $440.00
10131, $1428.00
10132, $390.00
10132, $465.00
10132, $135.00
10132, $495.00
10133, $168.00
10133, $2212.80
10133, $319.20
10134, $116.38
10135, $63.00
10136, $774.00
10137, $80.00
10137, $120.00
10137, $607.50
10138, $159.60
10138, $132.00
10139, $460.00
10140, $313.20
10141, $1350.00
10141, $1190.00
10142, $231.00
10142, $99.00
10143, $115.20
10143, $240.00
10144, $567.00
10144, $108.50
10144, $440.00
10144, $96.00
10145, $76.00
10145, $111.72
10145, $304.00
10146, $218.00
10146, $54.00
10147, $14.00
10147, $860.00
10147, $370.00
10148, $172.80
10148, $48.00
10148, $618.24
10148, $712.32
10149, $921.00
10149, $504.00
10150, $433.00
10150, $198.00
10150, $36.00
10151, $15.30
10151, $17.00
10152, $342.00
10152, $28.50
10152, $114.00
10153, $352.00
10153, $285.60
10154, $126.00
10154, $117.60
10154, $17.40
10155, $960.00
10155, $680.00
10155, $600.00
10156, $300.00
10156, $385.00
10156, $180.00
10157, $386.75
10157, $189.00
10157, $446.25
10158, $378.00
10158, $117.60
10158, $156.00
10158, $90.00
10158, $288.00
10159, $432.00
10159, $200.34
10160, $24.00
10160, $25.50
10161, $205.80
10161, $798.00
10161, $117.60
10162, $62.22
10162, $8.67
10162, $91.80
10163, $252.00
10163, $72.00
10163, $1104.00
10163, $348.00
10164, $36.00
10165, $540.00
10165, $441.00
10166, $546.00
10166, $224.00
10166, $60.00
10167, $488.70
10167, $220.32
10167, $205.20
10168, $2128.00
10168, $204.80
10168, $300.00
10169, $1146.60
10169, $130.50
10170, $60.00
10170, $60.00
10170, $216.00
10171, $12.80
10171, $350.00
10172, $51.00
10172, $54.00
10172, $121.50
10173, $860.00
10173, $192.50
10174, $205.20
10174, $430.92
10175, $183.60
10175, $282.63
10175, $1130.50
10176, $84.00
10176, $450.00
10176, $43.50
10176, $150.00
10177, $648.00
10177, $224.00
10177, $105.60
10178, $272.00
10178, $168.00
10178, $210.00
10179, $322.00
10180, $160.00
10180, $180.00
10180, $66.00
10181, $450.00
10181, $1092.00
10182, $220.00
10182, $52.00
10183, $65.10
10183, $88.20
10183, $84.00
10184, $390.00
10184, $64.00
10184, $25.20
10185, $9.60
10185, $243.20
10185, $112.00
10186, $112.00
10186, $512.00
10186, $180.80
10186, $399.00
10187, $684.00
10187, $364.80
10188, $84.00
10188, $258.75
10189, $351.00
10190, $61.20
10191, $45.00
10191, $300.00
10192, $228.00
10192, $40.00
10193, $567.00
10193, $3520.00
10193, $78.00
10194, $171.50
10194, $375.00
10195, $3864.00
10195, $126.00
10196, $315.00
10196, $94.50
10196, $4149.00
10197, $18.90
10197, $181.44
10197, $202.50
10198, $1106.40
10198, $48.00
10198, $468.00
10198, $378.00
10199, $792.00
10199, $280.00
10199, $480.00
10200, $411.60
10201, $283.50
10201, $243.00
10202, $252.00
10202, $1480.29
10202, $179.55
10203, $840.00
10203, $100.00
10204, $456.75
10204, $157.50
10204, $1425.00
10205, $104.40
10205, $336.00
10205, $336.00
10205, $850.00
10205, $350.00
10206, $540.00
10206, $384.00
10207, $71.40
10207, $102.00
10207, $285.60
10208, $287.28
10209, $38.40
10209, $180.00
10209, $70.56
10210, $176.40
10210, $340.20
10210, $567.00
10210, $146.25
10210, $202.50
10211, $151.20
10211, $240.00
10211, $182.00
10212, $64.00
10212, $223.13
10213, $1844.00
10213, $240.00
10213, $126.00
10214, $25.60
10214, $42.00
10214, $875.00
10214, $252.00
10215, $140.00
10215, $735.30
10216, $270.00
10216, $157.50
10217, $187.60
10217, $231.00
10218, $408.50
10218, $370.50
10219, $302.40
10219, $640.00
10219, $36.00
10220, $76.00
10220, $14.53
10220, $712.50
10221, $104.00
10221, $192.00
10221, $460.00
10222, $910.00
10222, $1232.00
10223, $27.00
10223, $60.00
10223, $133.00
10224, $116.25
10224, $187.50
10225, $980.00
10225, $120.00
10225, $495.00
10225, $49.00
10225, $573.30
10226, $1675.00
10226, $7620.80
10226, $89.60
10226, $28.56
10226, $1276.80
10227, $75.60
10227, $211.68
10228, $68.70
10228, $464.00
10229, $88.20
10229, $7.00
10230, $1080.00
10230, $1040.00
10231, $310.50
10232, $181.00
10232, $280.00
10232, $199.00
10233, $61.20
10233, $520.00
10234, $65.10
10234, $687.00
10234, $50.40
10235, $75.00
10235, $283.50
10235, $135.00
10236, $560.00
10236, $718.20
10237, $102.40
10237, $496.80
10237, $38.40
10238, $252.00
10238, $50.40
10238, $140.00
10238, $48.60
10239, $560.00
10240, $808.50
10240, $13.50
10240, $63.00
10240, $630.00
10241, $319.20
10241, $66.50
10241, $760.00
10242, $169.58
10242, $223.13
10242, $170.00
10243, $98.00
10243, $60.00
10244, $144.00
10244, $31.20
10245, $403.20
10245, $96.00
10246, $180.00
10247, $569.63
10247, $400.00
10247, $472.50
10248, $168.00
10248, $98.00
10248, $121.50
10249, $167.40
10249, $1696.00
10250, $77.00
10250, $1261.40
10250, $214.20
10251, $95.76
10251, $222.30
10251, $336.00
10252, $2462.40
10252, $47.50
10252, $1088.00
10253, $200.00
10253, $604.80
10253, $640.00
10254, $45.90
10254, $342.72
10254, $168.00
10255, $304.00
10255, $486.50
10255, $380.00
10255, $1320.00
10256, $393.00
10256, $124.80
10257, $877.50
10257, $86.40
10257, $156.00
10258, $608.00
10258, $884.00
10258, $122.88
10259, $80.00
10259, $20.80
10260, $92.40
10260, $780.00
10260, $443.25
10260, $189.00
10261, $160.00
10261, $288.00
10262, $163.20
10262, $360.00
10262, $60.80
10263, $625.50
10263, $100.80
10263, $931.50
10263, $216.00
10264, $532.00
10264, $163.63
10265, $936.00
10265, $240.00
10266, $346.56
10267, $735.00
10267, $2618.00
10267, $183.60
10268, $990.00
10268, $111.20
10269, $114.00
10269, $528.20
10270, $456.00
10270, $920.00
10271, $48.00
10272, $388.80
10272, $400.00
10272, $667.20
10273, $565.44
10273, $142.50
10273, $40.00
10273, $837.90
10273, $451.44
10274, $344.00
10274, $194.60
10275, $41.04
10275, $250.80
10276, $372.00
10276, $48.00
10277, $728.00
10277, $472.80
10278, $248.00
10278, $660.00
10278, $280.80
10278, $300.00
10279, $351.00
10280, $43.20
10280, $384.00
10280, $186.00
10281, $7.30
10281, $21.60
10281, $57.60
10282, $124.20
10282, $31.20
10283, $248.00
10283, $131.40
10283, $952.00
10283, $83.40
10284, $394.88
10284, $325.50
10284, $408.00
10284, $42.00
10285, $518.40
10285, $470.40
10285, $754.56
10286, $1440.00
10286, $1576.00
10287, $472.60
10287, $224.00
10287, $122.40
10288, $53.10
10288, $27.00
10289, $240.00
10289, $239.40
10290, $340.00
10290, $1485.00
10290, $240.00
10290, $104.00
10291, $86.40
10291, $334.80
10291, $76.32
10292, $1296.00
10293, $600.00
10293, $36.00
10293, $175.50
10293, $37.20
10294, $259.20
10294, $468.00
10294, $552.00
10294, $571.20
10294, $37.20
10295, $121.60
10296, $201.60
10296, $417.00
10296, $432.00
10297, $864.00
10297, $556.00
10298, $608.00
10298, $456.00
10298, $990.00
10298, $591.00
10299, $109.50
10299, $240.00
10300, $408.00
10300, $200.00
10301, $147.00
10301, $608.00
10302, $1248.00
10302, $1019.20
10302, $441.60
10303, $529.20
10303, $453.60
10303, $135.00
10304, $480.00
10304, $440.00
10304, $34.40
10305, $1125.00
10305, $2227.50
10305, $388.80
10306, $207.00
10306, $262.00
10306, $29.50
10307, $394.00
10307, $30.00
10308, $28.80
10308, $60.00
10309, $352.00
10309, $600.00
10309, $22.40
10309, $736.00
10309, $51.60
10310, $139.00
10310, $197.00
10311, $67.20
10311, $201.60
10312, $145.60
10312, $883.20
10312, $524.00
10312, $62.00
10313, $182.40
10314, $921.60
10314, $286.20
10314, $886.50
10315, $156.80
10315, $360.00
10316, $77.00
10316, $2758.00
10317, $288.00
10318, $154.00
10318, $86.40
10319, $249.60
10319, $509.60
10319, $432.00
10320, $516.00
10321, $144.00
10322, $112.00
10323, $62.00
10323, $44.80
10323, $57.60
10324, $248.12
10324, $856.80
10324, $288.00
10324, $1496.00
10324, $2386.80
10325, $120.00
10325, $57.60
10325, $167.40
10325, $40.00
10325, $1112.00
10326, $422.40
10326, $249.60
10326, $310.00
10327, $304.00
10327, $672.00
10327, $579.60
10327, $254.40
10328, $396.00
10328, $672.00
10328, $100.00
10329, $69.35
10329, $157.32
10329, $4005.20
10329, $346.56
10330, $1058.25
10330, $590.75
10331, $88.50
10332, $1600.00
10332, $89.60
10332, $97.28
10333, $186.00
10333, $72.00
10333, $619.20
10334, $44.80
10334, $100.00
10335, $85.12
10335, $200.00
10335, $122.88
10335, $1628.16
10336, $285.12
10337, $288.00
10337, $597.60
10337, $304.00
10337, $582.40
10337, $695.00
10338, $624.00
10338, $310.50
10339, $176.00
10339, $2074.80
10339, $1103.20
10340, $950.00
10340, $87.78
10340, $1398.40
10341, $16.00
10341, $336.60
10342, $291.84
10342, $448.00
10342, $486.40
10342, $614.40
10343, $1330.00
10343, $38.00
10343, $216.00
10344, $616.00
10344, $1680.00
10345, $2240.00
10345, $584.00
10345, $100.80
10346, $1010.88
10346, $608.00
10347, $112.00
10347, $612.00
10347, $58.80
10347, $31.62
10348, $183.60
10348, $180.00
10349, $141.60
10350, $175.50
10350, $466.56
10351, $4005.20
10351, $100.10
10351, $1133.83
10351, $159.60
10352, $36.00
10352, $100.30
10353, $161.28
10353, $8432.00
10354, $172.80
10354, $396.00
10355, $90.00
10355, $390.00
10356, $300.00
10356, $230.40
10356, $576.00
10357, $595.20
10357, $398.40
10357, $174.08
10358, $34.20
10358, $106.40
10358, $288.80
10359, $739.48
10359, $665.00
10359, $2067.20
10360, $1092.00
10360, $3465.00
10360, $2108.00
10360, $560.00
10360, $165.20
10361, $699.84
10361, $1346.40
10362, $560.00
10362, $848.00
10362, $141.60
10363, $200.00
10363, $74.40
10363, $172.80
10364, $864.00
10364, $86.00
10365, $403.20
10366, $84.00
10366, $52.00
10367, $403.20
10367, $106.20
10367, $252.00
10367, $72.80
10368, $36.00
10368, $425.88
10368, $390.00
10368, $837.90
10369, $1980.00
10369, $410.40
10370, $183.60
10370, $798.00
10370, $136.00
10371, $72.96
10372, $583.20
10372, $6324.00
10372, $1428.00
10372, $875.70
10373, $678.40
10373, $688.00
10374, $300.00
10374, $159.00
10375, $279.00
10375, $59.00
10376, $399.00
10377, $618.80
10377, $244.80
10378, $103.20
10379, $55.44
10379, $505.44
10379, $302.40
10380, $335.34
10380, $471.60
10380, $146.88
10380, $360.00
10381, $112.00
10382, $544.00
10382, $450.00
10382, $1386.00
10382, $120.00
10382, $400.00
10383, $96.00
10383, $195.00
10383, $608.00
10384, $1814.40
10384, $408.00
10385, $192.00
10385, $435.20
10385, $64.00
10386, $54.00
10386, $112.00
10387, $54.00
10387, $218.40
10387, $528.00
10387, $258.00
10388, $91.20
10388, $89.60
10388, $1048.00
10389, $396.80
10389, $288.00
10389, $788.00
10389, $360.00
10390, $540.00
10390, $518.40
10390, $432.00
10390, $600.48
10391, $86.40
10392, $1440.00
10393, $285.00
10393, $585.90
10393, $58.80
10393, $1307.25
10393, $320.00
10394, $48.00
10394, $394.00
10395, $241.92
10395, $1650.60
10395, $230.40
10396, $288.00
10396, $1032.00
10396, $583.80
10397, $68.00
10397, $648.72
10398, $432.00
10398, $2073.60
10399, $600.00
10399, $516.00
10399, $504.00
10399, $145.60
10400, $2079.00
10400, $504.00
10400, $480.00
10401, $372.60
10401, $2128.00
10401, $336.00
10401, $1032.00
10402, $432.00
10402, $2281.50
10403, $248.12
10403, $606.90
10404, $709.65
10404, $425.60
10404, $456.00
10405, $400.00
10406, $144.00
10406, $216.00
10406, $1375.92
10406, $68.40
10406, $26.46
10407, $504.00
10407, $432.00
10407, $258.00
10408, $208.00
10408, $35.40
10408, $1379.00
10409, $223.20
10409, $96.00
10410, $98.00
10410, $704.00
10411, $154.00
10411, $496.00
10411, $316.80
10412, $334.80
10413, $345.60
10413, $1576.00
10413, $201.60
10414, $124.83
10414, $100.00
10415, $62.40
10415, $40.00
10416, $146.00
10416, $262.00
10416, $312.00
10417, $10540.00
10417, $14.40
10417, $270.00
10417, $364.00
10418, $912.00
10418, $418.00
10418, $364.80
10418, $120.00
10419, $1550.40
10419, $547.20
10420, $1396.80
10420, $8.64
10420, $86.40
10420, $216.00
10421, $24.82
10421, $747.00
10421, $334.05
10421, $88.40
10422, $49.80
10423, $140.00
10423, $880.00
10424, $691.20
10424, $8263.36
10424, $240.00
10425, $144.00
10425, $216.00
10426, $152.00
10426, $186.20
10427, $651.00
10428, $192.00
10429, $520.00
10429, $921.38
10430, $1123.20
10430, $400.00
10430, $912.00
10430, $2464.00
10431, $1170.00
10431, $551.25
10431, $171.00
10432, $249.00
10432, $236.00
10433, $851.20
10434, $100.80
10434, $220.32
10435, $152.00
10435, $201.60
10435, $278.00
10436, $48.00
10436, $1094.40
10436, $718.20
10436, $133.92
10437, $393.00
10438, $87.60
10438, $179.20
10438, $187.20
10439, $456.00
10439, $222.40
10439, $159.60
10439, $240.00
10440, $581.40
10440, $578.94
10440, $2019.60
10440, $1744.20
10441, $1755.00
10442, $504.00
10442, $472.00
10442, $816.00
10443, $80.64
10443, $436.80
10444, $312.00
10444, $373.50
10444, $115.20
10444, $231.00
10445, $86.40
10445, $88.50
10446, $78.84
10446, $64.80
10446, $27.00
10446, $75.60
10447, $292.00
10447, $588.00
10447, $34.40
10448, $149.40
10448, $294.00
10449, $347.20
10449, $112.00
10449, $1379.00
10450, $396.80
10450, $28.32
10451, $2073.60
10451, $837.90
10451, $423.36
10451, $514.80
10452, $546.00
10452, $1472.50
10453, $137.70
10453, $270.00
10454, $222.40
10454, $32.00
10454, $76.80
10455, $288.00
10455, $1310.00
10455, $570.00
10455, $516.00
10456, $272.00
10456, $285.60
10457, $1584.00
10458, $747.00
10458, $1092.00
10458, $736.00
10458, $456.00
10458, $860.00
10459, $364.80
10459, $182.40
10459, $1112.00
10460, $157.50
10460, $18.60
10461, $240.00
10461, $434.70
10461, $864.00
10462, $4.80
10462, $151.20
10463, $153.30
10463, $560.00
10464, $225.28
10464, $110.40
10464, $729.60
10464, $544.00
